12.5691,-2.56561,26
15.4053,-2.60029,32
28.485,-1.35557,58
21.5856,-2.32978,44
29.5566,-1.29966,60
28.485,-1.35557,58
14.9417,-2.61687,31
19.5057,-2.49731,40
21.5856,-2.32978,44
21.5856,-2.32978,44
21.5856,-2.32978,44
21.5856,-2.32978,44
11.1609,-2.57987,23
19.1051,-2.24925,39
11.5742,-2.57394,24
21.5856,-2.32978,44
24.216,-1.81075,49
40.6326,-0.670087,82
1.24841,-0.0455312,3
0.804927,0.000525487,2
1.24841,-0.0455312,3
9.86918,-2.57822,21
2.18688,-0.188024,5
2.68716,-0.262838,6
3.42927,-0.6872,8
3.42927,-0.6872,8
3.42927,-0.6872,8
4.12269,-0.843677,9
5.11047,-1.03321,11
5.6424,-1.40378,12
6.00268,-1.42417,13
6.00268,-1.42417,13
6.81377,-1.84927,15
6.81377,-1.84927,15
7.63951,-1.99986,16
8.47176,-2.42052,18
9.43944,-2.55074,20
9.43944,-2.55074,20
9.86918,-2.57822,21
9.86918,-2.57822,21
10.622,-2.58331,22
11.1609,-2.57987,23
11.9101,-2.57317,25
11.9101,-2.57317,25
12.5691,-2.56561,26
12.838,-2.56808,27
13.4755,-2.58264,28
14.5095,-2.61558,30
14.5095,-2.61558,30
14.9417,-2.61687,31
15.4053,-2.60029,32
16.03,-2.56795,33
16.4246,-2.55842,34
17.1226,-2.5025,35
17.2808,-2.2593,36
17.9311,-2.4748,37
17.9311,-2.4748,37
19.1051,-2.24925,39
19.5057,-2.49731,40
19.1051,-2.24925,39
20.5235,-2.45862,42
21.2142,-2.37325,43
21.5856,-2.32978,44
22.1807,-2.00445,45
41.7731,-0.673309,84
40.6326,-0.670087,82
40.1461,-0.671144,81
26.0144,-1.43898,53
26.0144,-1.43898,53
26.0144,-1.43898,53
26.0144,-1.43898,53
26.3378,-1.43578,54
26.3378,-1.43578,54
27.0064,-1.42794,55
27.4359,-1.40604,56
11.9101,-2.57317,25
12.5691,-2.56561,26
11.9101,-2.57317,25
30.8737,-1.23804,63
31.5442,-1.22284,64
31.5442,-1.22284,64
30.8737,-1.23804,63
32.1358,-1.21854,65
31.5442,-1.22284,64
32.5772,-1.21515,66
33.1727,-0.962921,67
34.1974,-1.21243,69
34.1974,-1.21243,69
34.1974,-1.21243,69
35.1676,-1.1926,71
35.1676,-1.1926,71
35.4949,-1.1803,72
22.612,-1.94992,46
21.5856,-2.32978,44
21.5856,-2.32978,44
22.1807,-2.00445,45
39.6,-0.678391,80
39.6,-0.678391,80
39.6,-0.678391,80
40.1461,-0.671144,81
40.6326,-0.670087,82
41.304,-0.671351,83
41.7731,-0.673309,84
42.3748,-0.674392,85
42.964,-0.6778,86
43.5881,-0.680454,87
43.8875,-0.681088,88
44.9181,-0.688385,90
44.399,-0.682445,89
45.9148,-0.705218,92
45.9148,-0.705218,92
46.3512,-0.712822,93
46.8889,-0.720169,94
51.411,-0.863201,103
51.411,-0.863201,103
51.411,-0.863201,103
51.411,-0.863201,103
51.411,-0.863201,103
51.0011,-0.810314,102
